y,x,idea,beta,alpha,z_last,abs_z,adf_pval,nobs,bucket_y,bucket_x,is_bahrain_pair,is_ksa_pair,ksa_cross
PIFKSA 5 1/4 10/13/32,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.96,5.32,-1.76,1.76,0.0002,122,IG,QUASI,False,True,True
KSA 3 3/4 01/21/55,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.84,97.57,-1.76,1.76,0.0026,122,IG,QUASI,False,True,True
KSA 3 1/4 10/22/30,ESCWPC 4.45 08/01/35,Short Y / Long X,0.46,21.85,-1.76,1.76,0.0294,97,IG,OTHER,False,True,True
KSA 3.45 02/02/61,UAE 4.917 09/25/33,Short Y / Long X,0.79,145.05,-1.76,1.76,0.0319,122,IG,IG,False,True,True
DPWDU 5 5/8 09/25/48,PIFKSA 5 1/4 10/13/32,Long Y / Short X,1.52,-3.54,1.76,1.76,0.072,122,QUASI,IG,False,True,True
KSA 2 1/4 02/02/33,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.77,13.17,-1.76,1.76,0.0743,122,IG,QUASI,False,True,True
TAQAUH 4 3/8 10/09/31,KSA 3 1/4 11/17/51,Long Y / Short X,0.96,-68.99,1.76,1.76,0.0808,122,QUASI,IG,False,True,True
KSA 5 1/2 10/25/32,DPWDU 6.85 07/02/37,Short Y / Long X,0.45,28.63,-1.76,1.76,0.086,122,IG,QUASI,False,True,True
KSA 5 5/8 01/13/35,KSA 2 1/4 02/02/33,Long Y / Short X,0.75,33.36,1.76,1.76,0.0877,122,IG,IG,False,True,False
OMAN 7 01/25/51,ESCWPC 4.45 08/01/35,Short Y / Long X,0.44,128.67,-1.76,1.76,0.1133,122,IG,OTHER,False,False,False
PIFKSA 5 3/8 10/13/2122,KSA 4 1/2 04/17/30,Short Y / Long X,1.14,135.64,-1.76,1.76,0.135,122,IG,IG,False,True,False
ARAMCO 5 3/4 07/17/54,TAQAUH 4 10/03/49,Short Y / Long X,1.0,56.3,-1.76,1.76,0.1439,121,IG,QUASI,False,False,False
KSA 4 3/4 01/16/30,PIFKSA 5 1/4 10/13/32,Long Y / Short X,0.76,-2.28,1.76,1.76,0.1579,122,IG,IG,False,True,False
ARAMCO 2 1/4 11/24/30,UAE 3 1/4 10/19/61,Long Y / Short X,0.78,10.52,1.76,1.76,0.1714,122,IG,IG,False,False,False
KSA 2 1/4 02/02/33,DPWDU 4.7 09/30/49,Short Y / Long X,0.53,11.12,-1.76,1.76,0.1857,122,IG,QUASI,False,True,True
KSA 3.45 02/02/61,QATAR 4 03/14/29,Short Y / Long X,0.86,136.44,-1.76,1.76,0.192,122,IG,IG,False,True,True
KSA 4 7/8 07/18/33,KSA 5 1/2 10/25/32,Long Y / Short X,0.89,18.83,1.75,1.75,0.0218,122,IG,IG,False,True,False
KSA 2 3/4 02/03/32,KSA 4 1/2 04/17/30,Short Y / Long X,0.93,13.48,-1.75,1.75,0.0381,122,IG,IG,False,True,False
KSA 3 1/4 11/17/51,DPWDU 4.7 09/30/49,Short Y / Long X,0.67,51.84,-1.75,1.75,0.0832,122,IG,QUASI,False,True,True
KSA 3 3/4 01/21/55,KSA 4 3/4 01/16/30,Short Y / Long X,1.2,69.72,-1.75,1.75,0.0935,122,IG,IG,False,True,False
OMAN 6 3/4 01/17/48,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.58,90.29,-1.74,1.74,0.0059,122,IG,QUASI,False,False,False
KSA 5 5/8 01/13/35,ARAMCO 3 1/2 11/24/70,Long Y / Short X,0.57,4.0,1.74,1.74,0.0238,122,IG,IG,False,True,True
KSA 3 1/4 11/17/51,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.91,72.15,-1.74,1.74,0.0397,122,IG,QUASI,False,True,True
OMAN 6 3/4 10/28/27,KUWIB 4.016 10/09/28,Long Y / Short X,0.5,65.67,1.74,1.74,0.0425,122,IG,IG,False,False,False
ARAMCO 6 3/8 06/02/55,KSA 3 1/4 11/17/51,Long Y / Short X,0.83,60.98,1.74,1.74,0.0598,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,ESCWPC 4.45 08/01/35,Short Y / Long X,0.4,45.66,-1.74,1.74,0.0782,122,IG,OTHER,False,True,True
KSA 3 3/4 01/21/55,QATAR 4 03/14/29,Short Y / Long X,0.99,119.22,-1.74,1.74,0.0936,122,IG,IG,False,True,True
QATAR 4.817 03/14/49,ESCWPC 4.45 08/01/35,Short Y / Long X,0.58,33.77,-1.74,1.74,0.1174,122,IG,OTHER,False,False,False
KSA 5 3/4 01/16/54,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.83,88.46,-1.74,1.74,0.1694,122,IG,QUASI,False,True,True
KSA 3 1/4 10/22/30,PIFKSA 5 1/4 10/13/32,Long Y / Short X,0.84,-13.74,1.74,1.74,0.1705,97,IG,IG,False,True,False
KSA 3 3/4 01/21/55,QATAR 4 1/2 02/27/28,Short Y / Long X,0.9,134.18,-1.73,1.73,0.0248,122,IG,IG,False,True,True
OMAN 5 5/8 01/17/28,PIFKSA 5 10/13/27,Long Y / Short X,0.92,29.64,1.73,1.73,0.0441,122,IG,IG,False,True,True
KSA 2 3/4 02/03/32,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.74,15.5,-1.73,1.73,0.0672,122,IG,QUASI,False,True,True
ARAMCO 5 7/8 07/17/64,KSA 4 3/4 01/16/30,Short Y / Long X,1.37,91.08,-1.73,1.73,0.099,122,IG,IG,False,True,True
KSA 2 3/4 02/03/32,QATAR 6.4 01/20/40,Short Y / Long X,1.17,-21.87,-1.73,1.73,0.1142,122,IG,IG,False,True,True
KSA 4 1/2 10/26/46,ESCWPC 4.45 08/01/35,Short Y / Long X,0.48,92.58,-1.73,1.73,0.1688,122,IG,OTHER,False,True,True
QATAR 4 7/8 02/27/35,ESCWPC 4.45 08/01/35,Short Y / Long X,0.41,-0.36,-1.73,1.73,0.1832,122,IG,OTHER,False,False,False
OMAN 6 1/2 03/08/47,KSA 5 01/18/53,Long Y / Short X,0.78,49.4,1.72,1.72,0.012,122,IG,IG,False,True,True
PIFKSA 5 1/4 10/13/32,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.62,38.77,-1.72,1.72,0.0276,121,IG,QUASI,False,True,True
PIFKSA 5 3/8 01/29/54,KSA 5 01/18/53,Long Y / Short X,1.01,13.56,1.72,1.72,0.0356,122,IG,IG,False,True,False
OMAN 6 1/2 03/08/47,KSA 3 1/4 11/17/51,Long Y / Short X,0.74,60.41,1.72,1.72,0.05,122,IG,IG,False,True,True
OMAN 6 3/4 10/28/27,KUWIB 4.136 10/09/30,Long Y / Short X,0.54,57.88,1.72,1.72,0.0787,122,IG,IG,False,False,False
ADNOCM 4 1/4 09/11/29,ADNOCM 5 1/8 09/11/54,Long Y / Short X,0.69,-31.85,1.72,1.72,0.0848,121,IG,IG,False,False,False
KSA 4 1/2 10/26/46,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.92,64.6,-1.72,1.72,0.1231,122,IG,QUASI,False,True,True
KSA 3.45 02/02/61,ARAMCO 3 1/4 11/24/50,Short Y / Long X,0.72,61.91,-1.72,1.72,0.1683,122,IG,IG,False,True,True
ARAMCO 4 3/4 06/02/30,ARAMCO 2 1/4 11/24/30,Long Y / Short X,0.84,11.88,1.72,1.72,0.1698,122,IG,IG,False,False,False
KSA 4 3/4 01/16/30,PIFKSA 5 3/8 10/13/2122,Long Y / Short X,0.65,-62.73,1.72,1.72,0.1834,122,IG,IG,False,True,False
KSA 5 04/17/49,TAQAUH 4 10/03/49,Short Y / Long X,0.9,42.47,-1.71,1.71,0.0435,121,IG,QUASI,False,True,True
UAE 2 10/19/31,ESCWPC 4.45 08/01/35,Short Y / Long X,0.55,-34.4,-1.71,1.71,0.0534,122,IG,OTHER,False,False,False
ARAMCO 5 3/4 07/17/54,TAQAUH 4.696 04/24/33,Short Y / Long X,0.87,105.37,-1.71,1.71,0.0718,121,IG,QUASI,False,False,False
KSA 3.45 02/02/61,QATAR 4 1/2 02/27/28,Short Y / Long X,0.78,149.68,-1.71,1.71,0.1286,122,IG,IG,False,True,True
KSA 5 1/4 01/16/50,OMAN 6 1/4 01/25/31,Short Y / Long X,1.13,27.07,-1.71,1.71,0.159,122,IG,IG,False,True,True
EGYPT 8 5/8 02/04/30,KSA 3.45 02/02/61,Long Y / Short X,1.67,-22.68,1.71,1.71,0.1662,122,HY,IG,False,True,True
ARAMCO 3 1/2 04/16/29,QPETRO 3 1/8 07/12/41,Long Y / Short X,0.82,-18.89,1.71,1.71,0.1669,122,IG,IG,False,False,False
PIFKSA 5 3/8 10/13/2122,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.75,120.48,-1.7,1.7,0.0095,121,IG,IG,False,True,True
KSA 5 1/2 10/25/32,QATAR 4 1/2 04/23/28,Short Y / Long X,0.96,51.04,-1.7,1.7,0.0126,122,IG,IG,False,True,True
PIFKSA 5 1/8 02/14/53,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.93,101.71,-1.7,1.7,0.0825,121,IG,QUASI,False,True,True
EGYPT 5.8 09/30/27,ESCWPC 4.45 08/01/35,Short Y / Long X,1.23,39.2,-1.7,1.7,0.11,122,HY,OTHER,False,False,False
KSA 3 3/4 01/21/55,ARAMCO 4 1/4 04/16/39,Short Y / Long X,0.87,57.17,-1.7,1.7,0.1384,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.5,14.91,-1.7,1.7,0.1568,122,IG,QUASI,False,True,True
TAQAUH 4.696 04/24/33,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.99,-69.36,1.7,1.7,0.1698,121,QUASI,IG,False,False,False
QATAR 4 1/2 02/27/28,QATAR 4 5/8 05/29/29,Long Y / Short X,0.88,-2.01,1.7,1.7,0.1703,122,IG,IG,False,False,False
KSA 3 1/4 10/22/30,KSA 3 1/4 11/17/51,Long Y / Short X,0.69,-30.4,1.7,1.7,0.1938,97,IG,IG,False,True,False
KSA 3 1/4 11/17/51,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.74,56.58,-1.7,1.7,0.1969,121,IG,IG,False,True,True
RPCUH 6 08/31/36,ESCWPC 4.45 08/01/35,Short Y / Long X,1.04,-3.76,-1.69,1.69,0.0169,122,OTHER,OTHER,False,False,False
PIFKSA 5 1/8 02/14/53,KSA 3 3/4 01/21/55,Long Y / Short X,1.04,4.69,1.69,1.69,0.1113,121,IG,IG,False,True,False
ARAMCO 5 3/8 06/02/35,ARAMCO 4 3/4 06/02/30,Short Y / Long X,0.85,46.02,-1.69,1.69,0.1211,122,IG,IG,False,False,False
KSA 2 1/4 02/02/33,KSA 4 1/2 04/17/30,Short Y / Long X,0.89,27.25,-1.69,1.69,0.1327,122,IG,IG,False,True,False
PIFKSA 5 3/8 10/13/2122,QATAR 4 1/2 02/27/28,Short Y / Long X,0.95,189.99,-1.69,1.69,0.1409,122,IG,IG,False,True,True
PIFKSA 5 3/8 01/29/54,KSA 5 04/17/49,Long Y / Short X,1.03,16.28,1.69,1.69,0.1556,122,IG,IG,False,True,False
KSA 2 3/4 02/03/32,DPWDU 4.7 09/30/49,Short Y / Long X,0.56,-2.84,-1.69,1.69,0.1794,122,IG,QUASI,False,True,True
KSA 2 1/4 02/02/33,ARAMCO 2 1/4 11/24/30,Short Y / Long X,0.74,25.86,-1.69,1.69,0.1889,122,IG,IG,False,True,True
KSA 2 1/4 02/02/33,QATAR 6.4 01/20/40,Short Y / Long X,1.16,-10.92,-1.69,1.69,0.1986,122,IG,IG,False,True,True
ARAMCO 6 3/8 06/02/55,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.65,101.68,-1.68,1.68,0.0409,121,IG,IG,False,False,False
MOROC 5 1/2 12/11/42,KUWIB 4.652 10/09/35,Long Y / Short X,0.81,113.16,1.68,1.68,0.0563,122,HY,IG,False,False,False
QATAR 3 3/4 04/16/30,ESCWPC 4.45 08/01/35,Short Y / Long X,0.53,-18.53,-1.68,1.68,0.1257,122,IG,OTHER,False,False,False
KSA 4 1/2 10/26/46,KSA 3.45 02/02/61,Long Y / Short X,1.12,-45.66,1.68,1.68,0.1361,122,IG,IG,False,True,False
DPWDU 5 1/4 12/24/29,KUWIB 4.652 10/09/35,Long Y / Short X,1.92,-61.96,1.68,1.68,0.1503,121,QUASI,IG,False,False,False
OMAN 6 1/4 01/25/31,KSA 3 1/4 11/17/51,Long Y / Short X,0.69,5.96,1.68,1.68,0.1514,122,IG,IG,False,True,True
ARAMCO 3 1/4 11/24/50,DPWDU 4.7 09/30/49,Short Y / Long X,0.76,40.28,-1.68,1.68,0.1655,122,IG,QUASI,False,False,False
ARAMCO 5 7/8 07/17/64,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.93,125.7,-1.68,1.68,0.1883,122,IG,QUASI,False,False,False
OMAN 6 3/4 10/28/27,QATAR 4 5/8 05/29/29,Long Y / Short X,0.34,82.02,1.68,1.68,0.1969,122,IG,IG,False,False,False
QATAR 4 1/2 02/27/28,QATAR 9 3/4 06/15/30,Long Y / Short X,0.96,-7.79,1.67,1.67,0.0017,122,IG,IG,False,False,False
KSA 4 5/8 10/04/47,ADNOCM 5 1/8 09/11/54,Short Y / Long X,0.7,59.24,-1.67,1.67,0.0036,121,IG,IG,False,True,True
KSA 2 1/2 02/03/27,KSA 3 1/4 10/26/26,Short Y / Long X,0.92,8.6,-1.67,1.67,0.0077,122,IG,IG,False,True,False
QATAR 5 3/4 01/20/42,ESCWPC 4.45 08/01/35,Short Y / Long X,0.48,32.96,-1.67,1.67,0.0085,122,IG,OTHER,False,False,False
EGYPT 8.7002 03/01/49,EGYPT 9.45 02/04/33,Short Y / Long X,0.92,168.24,-1.67,1.67,0.0227,122,HY,HY,False,False,False
OMAN 6 3/4 10/28/27,KUWIB 4.652 10/09/35,Long Y / Short X,0.44,56.74,1.67,1.67,0.0424,122,IG,IG,False,False,False
ARAMCO 3 1/4 11/24/50,DPWDU 5 1/4 12/24/29,Short Y / Long X,0.75,74.81,-1.67,1.67,0.0428,121,IG,QUASI,False,False,False
OMAN 6 3/4 10/28/27,KSA 2 1/2 02/03/27,Long Y / Short X,0.33,85.39,1.67,1.67,0.0531,122,IG,IG,False,True,True
OMAN 6 3/4 10/28/27,QATAR 9 3/4 06/15/30,Long Y / Short X,0.34,81.2,1.67,1.67,0.0627,122,IG,IG,False,False,False
TAQAUH 4 3/8 10/09/31,PIFKSA 5 1/4 10/13/32,Long Y / Short X,1.14,-43.08,1.67,1.67,0.0676,122,QUASI,IG,False,True,True
KSA 3 3/4 01/21/55,OMAN 6 08/01/29,Short Y / Long X,1.22,33.98,-1.67,1.67,0.0755,122,IG,IG,False,True,True
KSA 5 1/2 10/25/32,ADNOCM 4 1/2 09/11/34,Short Y / Long X,0.69,26.99,-1.67,1.67,0.1101,122,IG,IG,False,True,True
OMAN 6 3/4 10/28/27,QATAR 3 5/8 11/10/28,Long Y / Short X,0.36,80.05,1.67,1.67,0.1185,105,IG,IG,False,False,False
OMAN 6 3/4 01/17/48,MOROC 4 12/15/50,Short Y / Long X,0.98,-14.79,-1.67,1.67,0.1321,122,IG,HY,False,False,False
KSA 3 3/4 01/21/55,MOROC 5 1/2 12/11/42,Short Y / Long X,0.95,-8.78,-1.67,1.67,0.1401,122,IG,HY,False,True,True
QPETRO 2 1/4 07/12/31,ARAMCO 2 1/4 11/24/30,Short Y / Long X,0.83,-4.58,-1.67,1.67,0.1503,122,IG,IG,False,False,False
KSA 5 04/17/49,QATAR 4 5/8 06/02/46,Short Y / Long X,0.89,63.28,-1.66,1.66,0.0135,122,IG,IG,False,True,True
KSA 3.45 02/02/61,PIFKSA 5 5/8 07/29/34,Short Y / Long X,1.0,57.0,-1.66,1.66,0.0143,122,IG,IG,False,True,False
QPETRO 3.3 07/12/51,ESCWPC 4.45 08/01/35,Short Y / Long X,0.68,42.11,-1.66,1.66,0.0304,122,IG,OTHER,False,False,False
ARAMCO 6 3/8 06/02/55,ARAMCO 3 1/2 11/24/70,Long Y / Short X,0.89,32.37,1.66,1.66,0.0437,122,IG,IG,False,False,False
KSA 3 3/4 01/21/55,KSA 4 1/2 04/17/30,Short Y / Long X,1.02,88.0,-1.66,1.66,0.1071,122,IG,IG,False,True,False
QATAR 4.817 03/14/49,QATAR 4 5/8 06/02/46,Short Y / Long X,1.0,1.21,-1.65,1.65,0.0,122,IG,IG,False,False,False
QPETRO 2 1/4 07/12/31,QATAR 4 1/2 02/27/28,Short Y / Long X,0.87,43.47,-1.65,1.65,0.0001,122,IG,IG,False,False,False
ARAMCO 5 7/8 07/17/64,KSA 4 1/2 04/17/30,Short Y / Long X,1.18,110.62,-1.65,1.65,0.0123,122,IG,IG,False,True,True
OMAN 6 3/4 10/28/27,QPETRO 3 1/8 07/12/41,Long Y / Short X,0.34,55.58,1.65,1.65,0.0134,122,IG,IG,False,False,False
KSA 5 01/18/53,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.89,92.41,-1.65,1.65,0.0171,122,IG,QUASI,False,True,True
KSA 3 3/4 01/21/55,PIFKSA 5 01/29/29,Short Y / Long X,1.16,56.01,-1.65,1.65,0.0233,122,IG,IG,False,True,False
KSA 3.45 02/02/61,OMAN 6 1/4 01/25/31,Short Y / Long X,0.92,73.07,-1.65,1.65,0.05,122,IG,IG,False,True,True
MOROC 5 1/2 12/11/42,QATAR 4 5/8 05/29/29,Long Y / Short X,0.49,168.0,1.65,1.65,0.0888,122,HY,IG,False,False,False
KSA 4 5/8 10/04/47,UAE 2 10/19/31,Short Y / Long X,0.9,125.37,-1.65,1.65,0.126,122,IG,IG,False,True,True
ARAMCO 5 7/8 07/17/64,QATAR 6.4 01/20/40,Short Y / Long X,1.55,58.11,-1.65,1.65,0.1695,122,IG,IG,False,False,False
KSA 5 01/18/53,UAE 4.917 09/25/33,Short Y / Long X,0.93,126.95,-1.65,1.65,0.1892,122,IG,IG,False,True,True
OMAN 5 3/8 03/08/27,QATAR 3 1/4 06/02/26,Long Y / Short X,0.43,81.31,1.64,1.64,0.0115,122,IG,IG,False,False,False
KSA 2 1/4 02/02/33,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.69,31.14,-1.64,1.64,0.022,122,IG,QUASI,False,True,True
OMAN 6 3/4 10/28/27,QATAR 5 3/4 01/20/42,Long Y / Short X,0.36,63.49,1.64,1.64,0.0277,122,IG,IG,False,False,False
KSA 3 3/4 01/21/55,MOROC 4 12/15/50,Short Y / Long X,1.0,-34.51,-1.64,1.64,0.0616,122,IG,HY,False,True,True
JORDAN 7 1/2 01/13/29,KSA 4 1/2 04/22/60,Long Y / Short X,0.61,111.21,1.64,1.64,0.0919,122,HY,IG,False,True,True
TAQAUH 4 3/8 10/09/31,KSA 2 3/4 02/03/32,Long Y / Short X,1.28,-27.53,1.64,1.64,0.1269,122,QUASI,IG,False,True,True
KSA 3.45 02/02/61,QATAR 3 5/8 11/10/28,Short Y / Long X,0.85,138.06,-1.64,1.64,0.1389,105,IG,IG,False,True,True
OMAN 5 5/8 01/17/28,KSA 3 3/4 01/21/55,Long Y / Short X,0.4,38.21,1.64,1.64,0.1404,122,IG,IG,False,True,True
KSA 5 3/4 01/16/54,TAQAUH 4.696 04/24/33,Short Y / Long X,0.73,103.15,-1.64,1.64,0.1693,121,IG,QUASI,False,True,True
ARAMCO 4 3/4 06/02/30,SWEHAN 3 5/8 01/31/49,Long Y / Short X,0.49,30.69,1.64,1.64,0.1923,122,IG,OTHER,False,False,False
PIFKSA 5 1/4 01/29/34,TAQAUH 4 3/8 10/09/31,Short Y / Long X,0.78,53.54,-1.63,1.63,0.008,122,IG,QUASI,False,True,True
KSA 3 1/4 11/17/51,KSA 4 1/2 04/22/60,Long Y / Short X,1.02,-18.17,1.63,1.63,0.0184,122,IG,IG,False,True,False
OMAN 6 3/4 10/28/27,KSA 3 5/8 03/04/28,Long Y / Short X,0.49,63.05,1.63,1.63,0.0387,122,IG,IG,False,True,True
KSA 3 3/4 01/21/55,MOROC 3 12/15/32,Short Y / Long X,1.08,11.0,-1.63,1.63,0.0535,122,IG,HY,False,True,True
KSA 3.45 02/02/61,QATAR 4 1/2 04/23/28,Short Y / Long X,0.96,137.2,-1.63,1.63,0.0559,122,IG,IG,False,True,True
KSA 5 1/2 10/25/32,ARAMCO 3 1/4 11/24/50,Short Y / Long X,0.61,-5.54,-1.63,1.63,0.0811,122,IG,IG,False,True,True
PIFKSA 5 3/8 10/13/2122,TAQAUH 4.696 04/24/33,Short Y / Long X,0.82,151.01,-1.63,1.63,0.0839,121,IG,QUASI,False,True,True
ARAMCO 5 7/8 07/17/64,KSA 3 3/4 01/21/55,Long Y / Short X,1.04,30.22,1.63,1.63,0.1329,122,IG,IG,False,True,True
MOROC 5 1/2 12/11/42,QATAR 9 3/4 06/15/30,Long Y / Short X,0.53,164.87,1.63,1.63,0.138,122,HY,IG,False,False,False
KSA 5 1/2 10/25/32,QATAR 4 03/14/29,Short Y / Long X,0.79,54.43,-1.63,1.63,0.1404,122,IG,IG,False,True,True
KSA 3 1/4 10/22/30,KSA 5 04/17/49,Long Y / Short X,0.76,-40.69,1.63,1.63,0.1779,97,IG,IG,False,True,False
EGYPT 8 7/8 05/29/50,EGYPT 8.15 11/20/59,Short Y / Long X,1.01,-3.48,-1.63,1.63,0.1926,122,HY,HY,False,False,False
KSA 3.45 02/02/61,TAQAUH 4 7/8 04/23/30,Short Y / Long X,0.65,132.94,-1.62,1.62,0.0143,122,IG,QUASI,False,True,True
ARAMCO 4 1/4 04/16/39,KSA 2 1/4 02/02/33,Long Y / Short X,1.26,5.81,1.62,1.62,0.0195,122,IG,IG,False,True,True
ARAMCO 5 1/4 07/17/34,PIFKSA 5 3/8 10/13/2122,Long Y / Short X,0.7,-40.75,1.62,1.62,0.0243,122,IG,IG,False,True,True
KSA 5 3/8 01/13/31,TAQAUH 6 1/2 10/27/36,Short Y / Long X,0.63,28.62,-1.62,1.62,0.0269,122,IG,QUASI,False,True,True
MOROC 5.95 03/08/28,KSA 2 1/2 02/03/27,Long Y / Short X,0.39,95.0,1.62,1.62,0.0311,122,HY,IG,False,True,True
PIFKSA 5 3/8 01/29/54,KSA 3 3/4 01/21/55,Long Y / Short X,1.04,6.16,1.62,1.62,0.0378,122,IG,IG,False,True,False
ARAMCO 4 3/8 04/16/49,ARAMCO 3 1/4 11/24/50,Long Y / Short X,0.86,17.02,1.62,1.62,0.0518,122,IG,IG,False,False,False
OMAN 6 3/4 10/28/27,KSA 2 3/4 02/03/32,Long Y / Short X,0.31,71.66,1.62,1.62,0.0753,122,IG,IG,False,True,True
PIFKSA 5 3/8 01/29/54,KSA 4 5/8 10/04/47,Long Y / Short X,1.04,16.51,1.62,1.62,0.1287,122,IG,IG,False,True,False
KSA 3.45 02/02/61,UAE 2 10/19/31,Short Y / Long X,0.75,151.6,-1.62,1.62,0.1345,122,IG,IG,False,True,True
OMAN 5 5/8 01/17/28,KSA 3.45 02/02/61,Long Y / Short X,0.38,38.88,1.62,1.62,0.1819,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,KSA 3 3/4 01/21/55,Long Y / Short X,0.86,-24.9,1.61,1.61,0.0021,122,IG,IG,False,True,False
QATAR 3 3/4 04/16/30,ARAMCO 2 1/4 11/24/30,Short Y / Long X,0.99,-46.14,-1.61,1.61,0.0042,122,IG,IG,False,False,False
KSA 3.45 02/02/61,OMAN 7 3/8 10/28/32,Short Y / Long X,0.91,71.56,-1.61,1.61,0.0122,122,IG,IG,False,True,True
OMAN 6 3/4 10/28/27,QATAR 4 03/14/29,Long Y / Short X,0.37,79.09,1.61,1.61,0.0385,122,IG,IG,False,False,False
KSA 3 3/4 01/21/55,UAE 2 10/19/31,Short Y / Long X,0.88,136.06,-1.61,1.61,0.0429,122,IG,IG,False,True,True
PIFKSA 5 1/4 01/29/34,DPWDU 5 5/8 09/25/48,Short Y / Long X,0.57,25.59,-1.61,1.61,0.0759,122,IG,QUASI,False,True,True
KSA 4 1/2 04/22/60,TAQAUH 4 3/8 01/24/29,Short Y / Long X,0.8,122.51,-1.61,1.61,0.1452,122,IG,QUASI,False,True,True
DPWDU 5 5/8 09/25/48,KUWIB 4.652 10/09/35,Long Y / Short X,1.95,-17.28,1.61,1.61,0.1646,122,QUASI,IG,False,False,False
KSA 3 3/4 01/21/55,QATAR 6.4 01/20/40,Short Y / Long X,1.3,46.61,-1.61,1.61,0.1906,122,IG,IG,False,True,True
KSA 3 1/4 10/26/26,MOROC 4 12/15/50,Long Y / Short X,0.59,-84.23,1.61,1.61,0.1915,122,IG,HY,False,True,True
OMAN 7 01/25/51,DPWDU 4.7 09/30/49,Short Y / Long X,0.56,95.25,-1.6,1.6,0.0008,122,IG,QUASI,False,False,False
KSA 5 3/8 01/13/31,TAQAUH 4 3/4 03/09/37,Short Y / Long X,0.72,10.49,-1.6,1.6,0.0015,122,IG,QUASI,False,True,True
OMAN 7 3/8 10/28/32,KSA 3 1/4 11/17/51,Long Y / Short X,0.77,-4.36,1.6,1.6,0.0079,122,IG,IG,False,True,True
KSA 3 3/4 01/21/55,PIFKSA 4 3/4 02/14/30,Short Y / Long X,0.95,73.94,-1.6,1.6,0.0126,122,IG,IG,False,True,False
ARAMCO 4 3/4 06/02/30,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.81,41.07,1.6,1.6,0.0181,122,IG,IG,False,False,False
OMAN 6 3/4 10/28/27,ADNOCM 4 1/4 09/11/29,Long Y / Short X,0.35,74.96,1.6,1.6,0.0235,122,IG,IG,False,False,False
ARAMCO 6 3/8 06/02/55,TAQAUH 4.696 04/24/33,Short Y / Long X,0.72,127.69,-1.6,1.6,0.0455,121,IG,QUASI,False,False,False
KSA 3 3/4 01/21/55,PIFKSA 5 09/15/35,Short Y / Long X,1.27,7.14,-1.6,1.6,0.0457,122,IG,IG,False,True,False
QATAR 4 1/2 02/27/28,QATAR 3 5/8 11/10/28,Long Y / Short X,1.0,-9.79,1.6,1.6,0.0943,105,IG,IG,False,False,False
ARAMCO 3 1/2 11/24/70,KSA 4 1/2 04/17/30,Short Y / Long X,1.06,98.41,-1.6,1.6,0.1057,122,IG,IG,False,True,True
KSA 3 3/4 01/21/55,OMAN 6 1/4 01/25/31,Short Y / Long X,1.03,49.65,-1.6,1.6,0.1165,122,IG,IG,False,True,True
ARAMCO 5 7/8 07/17/64,QATAR 4.4 04/16/50,Short Y / Long X,0.99,95.68,-1.6,1.6,0.1218,122,IG,IG,False,False,False
KSA 5 01/18/53,TAQAUH 4.696 04/24/33,Short Y / Long X,0.79,94.91,-1.6,1.6,0.1261,121,IG,QUASI,False,True,True
KSA 5 04/17/49,UAE 3 1/4 10/19/61,Short Y / Long X,0.81,69.16,-1.6,1.6,0.1332,122,IG,IG,False,True,True
KSA 3.45 02/02/61,KSA 3 1/4 11/17/51,Short Y / Long X,0.83,45.81,-1.6,1.6,0.1401,122,IG,IG,False,True,False
PIFKSA 5 1/8 02/14/53,QATAR 4 1/2 02/27/28,Short Y / Long X,1.01,141.5,-1.59,1.59,0.0288,121,IG,IG,False,True,True
OMAN 6 3/4 10/28/27,MTVD 6.85 01/15/40,Long Y / Short X,0.36,28.27,1.59,1.59,0.0672,122,IG,OTHER,False,False,False
KSA 5 5/8 01/13/35,KSA 5 04/17/49,Long Y / Short X,0.59,13.2,1.59,1.59,0.0708,122,IG,IG,False,True,False
ARAMCO 4 1/4 04/16/39,DPWDU 4.7 09/30/49,Short Y / Long X,0.71,12.95,-1.59,1.59,0.1061,122,IG,QUASI,False,False,False
